id,residence_name,council_id
819,"Endamarariek, Endamarariek, Endabash, Karatu DC",543
822,"Gidbasso, Endamarariek, Endabash, Karatu DC",543
828,"Endallah, Endamarariek, Endabash, Karatu DC",543
832,"Masabeda, Endamarariek, Endabash, Karatu DC",543
836,"Getamock, Endamarariek, Endabash, Karatu DC",543
840,"Mahhahha, Endamarariek, Endabash, Karatu DC",543
845,"Bassodawish, Endamarariek, Endabash, Karatu DC",543
850,"Shangit, Endamarariek, Endabash, Karatu DC",543
854,"Khusumay, Endamarariek, Endabash, Karatu DC",543
890,"Elangtadapash, Elang'atadapash, Kitumbeine, Longido DC",887
894,"Olchoronyokye, Elang'atadapash, Kitumbeine, Longido DC",887
898,"Sokon, Elang'atadapash, Kitumbeine, Longido DC",887
903,"Noondoto, Noondoto, Kitumbeine, Longido DC",887
906,"Engusero, Noondoto, Kitumbeine, Longido DC",887
910,"Orkejuloongishu, Ketumbeine, Kitumbeine, Longido DC",887
913,"Engushai, Ketumbeine, Kitumbeine, Longido DC",887
917,"Armanie, Ketumbeine, Kitumbeine, Longido DC",887
921,"Lopolosek, Ketumbeine, Kitumbeine, Longido DC",887
926,"Ilorienito, Ilorienito, Kitumbeine, Longido DC",887
930,"Nadaare, Ilorienito, Kitumbeine, Longido DC",887
934,"Losirwa, Ilorienito, Kitumbeine, Longido DC",887
941,"Meirugoi, Gelai Meirugoi, Kitumbeine, Longido DC",887
949,"Loondolwo/Esirwa, Gelai Meirugoi, Kitumbeine, Longido DC",887
953,"Magadini, Gelai Meirugoi, Kitumbeine, Longido DC",887
958,"Lumbwa, Gelai Lumbwa, Kitumbeine, Longido DC",887
964,"Alaililai, Gelai Lumbwa, Kitumbeine, Longido DC",887
968,"Ilchangitsapukin, Gelai Lumbwa, Kitumbeine, Longido DC",887
972,"Wosiwosi, Gelai Lumbwa, Kitumbeine, Longido DC",887
978,"Ngoswak, Engarenaibor, Engarenaibor, Longido DC",887
981,"Mairowa, Engarenaibor, Engarenaibor, Longido DC",887
987,"Karao, Engarenaibor, Engarenaibor, Longido DC",887
991,"Sinonik, Engarenaibor, Engarenaibor, Longido DC",887
994,"Kimwati, Engarenaibor, Engarenaibor, Longido DC",887
999,"Mundarara, Mundarara, Engarenaibor, Longido DC",887
1005,"Orgira, Mundarara, Engarenaibor, Longido DC",887
1008,"Orpurkel, Mundarara, Engarenaibor, Longido DC",887
1011,"Lesingita, Mundarara, Engarenaibor, Longido DC",887
1016,"Matale A, Matale A, Engarenaibor, Longido DC",887
1021,"Matale B, Matale A, Engarenaibor, Longido DC",887
1026,"Engikaret, Engikaret, Longido, Longido DC",887
1030,"Kiserian, Engikaret, Longido, Longido DC",887
1036,"Kimokouwa, Kimokouwa, Longido, Longido DC",887
1040,"Eworendeke, Kimokouwa, Longido, Longido DC",887
1046,"Orbomba, Orbomba, Longido, Longido DC",887
1051,"Oltepesi, Orbomba, Longido, Longido DC",887
1057,"Ranchi, Orbomba, Longido, Longido DC",887
1063,"Longido, Longido, Longido, Longido DC",887
1068,"Elerai, Olmolog, Enduimet, Longido DC",887
1072,"Olmolog, Olmolog, Enduimet, Longido DC",887
1076,"Lerang'wa, Olmolog, Enduimet, Longido DC",887
1080,"Kamwanga, Kamwanga, Enduimet, Longido DC",887
1086,"Kitenden, Kamwanga, Enduimet, Longido DC",887
1090,"Irkaswa, Kamwanga, Enduimet, Longido DC",887
1096,"Tingatinga, Tingatinga, Enduimet, Longido DC",887
1100,"Ngereyani, Tingatinga, Enduimet, Longido DC",887
1110,"Ildonyio, Sinya, Enduimet, Longido DC",887
1114,"Leremeta, Sinya, Enduimet, Longido DC",887
1118,"Endonyemali, Sinya, Enduimet, Longido DC",887
1135,"Mbuguni, Mbuguni, Mbuguni, Meru DC",1132
1141,"Mikungani, Mbuguni, Mbuguni, Meru DC",1132
1147,"Kikuletwa, Mbuguni, Mbuguni, Meru DC",1132
1154,"Shambarai Burka, Shambarai Burka, Mbuguni, Meru DC",1132
1158,"Kerikenyi, Shambarai Burka, Mbuguni, Meru DC",1132
1162,"Msitu wa Mbogo, Shambarai Burka, Mbuguni, Meru DC",1132
1168,"Kambi ya Tanga Juu, Shambarai Burka, Mbuguni, Meru DC",1132
1174,"Maroroni, Maroroni, Mbuguni, Meru DC",1132
1180,"Samaria, Maroroni, Mbuguni, Meru DC",1132
1186,"Kwaugoro, Maroroni, Mbuguni, Meru DC",1132
1192,"Migandini, Maroroni, Mbuguni, Meru DC",1132
1196,"Valeska, Makiba, Mbuguni, Meru DC",1132
1202,"Makiba, Makiba, Mbuguni, Meru DC",1132
1207,"Patanumbe, Makiba, Mbuguni, Meru DC",1132
1214,"Kaloleni, Majengo, Mbuguni, Meru DC",1132
1218,"Majengo Kati, Majengo, Mbuguni, Meru DC",1132
1222,"Engatani, Majengo, Mbuguni, Meru DC",1132
1227,"Kikwe, Kikwe, Mbuguni, Meru DC",1132
1231,"Nambala, Kikwe, Mbuguni, Meru DC",1132
1235,"Maweni, Kikwe, Mbuguni, Meru DC",1132
1239,"Karangai, Kikwe, Mbuguni, Meru DC",1132
1246,"Mareu, King'ori, King'ori, Meru DC",1132
1253,"Nkoansiyo, King'ori, King'ori, Meru DC",1132
1257,"King'ori, King'ori, King'ori, Meru DC",1132
1262,"Nsengony, King'ori, King'ori, Meru DC",1132
1267,"Nkoanoel, King'ori, King'ori, Meru DC",1132
1270,"Mboreny, King'ori, King'ori, Meru DC",1132
1273,"Muungano, King'ori, King'ori, Meru DC",1132
1278,"Oldonyangiro, King'ori, King'ori, Meru DC",1132
1284,"Kolila, Malula, King'ori, Meru DC",1132
1287,"Ngejusosia, Malula, King'ori, Meru DC",1132
1291,"Nrumangeny, Malula, King'ori, Meru DC",1132
1295,"Malula, Malula, King'ori, Meru DC",1132
1304,"Olkung'wado, Ngarenanyuki, King'ori, Meru DC",1132
1311,"Ilkrumun, Ngarenanyuki, King'ori, Meru DC",1132
1315,"Uwiro, Uwiro, King'ori, Meru DC",1132
1321,"Kisimiri Juu, Uwiro, King'ori, Meru DC",1132
1325,"Kisimiri Chini, Uwiro, King'ori, Meru DC",1132
1330,"Ngabobo, Ngabobo, King'ori, Meru DC",1132
1334,"Oltepes, Ngabobo, King'ori, Meru DC",1132
1338,"Tank, Ngabobo, King'ori, Meru DC",1132
1343,"Kikatiti, Kikatiti, King'ori, Meru DC",1132
1347,"Nasholi, Kikatiti, King'ori, Meru DC",1132
1350,"Sakila Chini, Kikatiti, King'ori, Meru DC",1132
1354,"Ngyeku, Kikatiti, King'ori, Meru DC",1132
1359,"Sakila, Kikatiti, King'ori, Meru DC",1132
1364,"Leguruki, Leguruki, King'ori, Meru DC",1132
1368,"Nkoasenga, Leguruki, King'ori, Meru DC",1132
1373,"Miririny, Leguruki, King'ori, Meru DC",1132
1377,"Kandashe, Leguruki, King'ori, Meru DC",1132
1382,"Maruvango, Maruvango, King'ori, Meru DC",1132
1387,"Shishtony, Maruvango, King'ori, Meru DC",1132
1392,"Mbaaseny, Maruvango, King'ori, Meru DC",1132
1396,"Mouwara, Maruvango, King'ori, Meru DC",1132
1401,"Ngurdoto, Maji ya chai, King'ori, Meru DC",1132
1407,"Kitefu, Maji ya chai, King'ori, Meru DC",1132
1413,"Maji ya chai, Maji ya chai, King'ori, Meru DC",1132
1417,"Lerai, Maji ya chai, King'ori, Meru DC",1132
1422,"Ngongongare, Imbaseni, King'ori, Meru DC",1132
1427,"Kiwawa, Imbaseni, King'ori, Meru DC",1132
1431,"Imbaseni, Imbaseni, King'ori, Meru DC",1132
1439,"Songoro, Songoro, Pili, Meru DC",1132
1444,"Sura, Songoro, Pili, Meru DC",1132
1450,"Ushili, Songoro, Pili, Meru DC",1132
1454,"Urisho, Songoro, Pili, Meru DC",1132
1460,"Mulala, Songoro, Pili, Meru DC",1132
1465,"Kilinga, Songoro, Pili, Meru DC",1132
1471,"Nshupu, Nkoaranga, Pili, Meru DC",1132
1475,"Nkoaranga, Nkoaranga, Pili, Meru DC",1132
1480,"Ngyani, Nkoaranga, Pili, Meru DC",1132
1487,"Nkoanekoli, Nkoanekoli, Pili, Meru DC",1132
1494,"Nkure, Nkoanekoli, Pili, Meru DC",1132
1498,"Sangananu, Nkoanekoli, Pili, Meru DC",1132
1503,"Mfulony, Nkoarisambu, Pili, Meru DC",1132
1508,"Kimundo, Nkoarisambu, Pili, Meru DC",1132
1513,"Nkoarisambu, Nkoarisambu, Pili, Meru DC",1132
1518,"Sing'isi, Seela Sing'isi, Pili, Meru DC",1132
1524,"Malala, Seela Sing'isi, Pili, Meru DC",1132
1528,"Seela, Seela Sing'isi, Pili, Meru DC",1132
1533,"Patandi, Akheri, Pili, Meru DC",1132
1538,"Nguruma, Akheri, Pili, Meru DC",1132
1543,"Akeri, Akheri, Pili, Meru DC",1132
1548,"Ndatu, Poli, Pili, Meru DC",1132
1552,"Njoro, Poli, Pili, Meru DC",1132
1555,"Poli, Poli, Pili, Meru DC",1132
1560,"Nkoanrua, Nkoanrua, Pili, Meru DC",1132
1566,"Loita Nkoamala, Nkoanrua, Pili, Meru DC",1132
1569,"Kipande Nkoavele, Nkoanrua, Pili, Meru DC",1132
1573,"Ambureni, Ambureni, Pili, Meru DC",1132
1577,"Shangarai, Ambureni, Pili, Meru DC",1132
1595,"Mlimani, Engutoto, Kisongo, Monduli DC",1592
1600,"Sinoni/Ngarash, Engutoto, Kisongo, Monduli DC",1592
1604,"Olarash, Engutoto, Kisongo, Monduli DC",1592
1610,"Emairete, Monduli juu, Kisongo, Monduli DC",1592
1616,"Eluai, Monduli juu, Kisongo, Monduli DC",1592
1619,"Enguiki, Monduli juu, Kisongo, Monduli DC",1592
1624,"Idonyonaado, Mfereji, Kisongo, Monduli DC",1592
1628,"Mfereji, Mfereji, Kisongo, Monduli DC",1592
1632,"Emurua, Mfereji, Kisongo, Monduli DC",1592
1636,"Komesha, Mfereji, Kisongo, Monduli DC",1592
1641,"Mti Mmoja, Sepeko, Kisongo, Monduli DC",1592
1645,"Arkaria, Sepeko, Kisongo, Monduli DC",1592
1650,"Lendikinya, Sepeko, Kisongo, Monduli DC",1592
1654,"Arkatan, Sepeko, Kisongo, Monduli DC",1592
1660,"Lashaine, Lashaine, Kisongo, Monduli DC",1592
1664,"Orkeswa, Lashaine, Kisongo, Monduli DC",1592
1669,"Lepurko Shuleni, Lepurko, Kisongo, Monduli DC",1592
1673,"Loosimingor, Lepurko, Kisongo, Monduli DC",1592
1679,"En'garooji, Lepurko, Kisongo, Monduli DC",1592
1683,"Nanja, Lepurko, Kisongo, Monduli DC",1592
1688,"Meserani Juu, Meserani, Kisongo, Monduli DC",1592
1695,"Meserani Bwawani, Meserani, Kisongo, Monduli DC",1592
1700,"Naalarami, Naalarami, Kisongo, Monduli DC",1592
1704,"Lengiloriti, Naalarami, Kisongo, Monduli DC",1592
1707,"Engorika, Naalarami, Kisongo, Monduli DC",1592
1711,"Moita Kiloriti, Moita, Kisongo, Monduli DC",1592
1717,"Kiloriti Kipok, Moita, Kisongo, Monduli DC",1592
1721,"Loolera, Moita, Kisongo, Monduli DC",1592
1725,"Moita Bwawani, Moita, Kisongo, Monduli DC",1592
1731,"Kilimatinde, Moita, Kisongo, Monduli DC",1592
1738,"Lolkisale, Lolkisale, Kisongo, Monduli DC",1592
1743,"Nafco, Lolkisale, Kisongo, Monduli DC",1592
1747,"Tukusi, Lolkisale, Kisongo, Monduli DC",1592
1752,"Lemooti, Lemooti, Kisongo, Monduli DC",1592
1756,"Longoolwa A, Lemooti, Kisongo, Monduli DC",1592
1761,"Oldonyo, Lemooti, Kisongo, Monduli DC",1592
1768,"Naitolia, Mswakini, Makuyuni, Monduli DC",1592
1771,"Mswakini Chini, Mswakini, Makuyuni, Monduli DC",1592
1775,"Mswakini Juu, Mswakini, Makuyuni, Monduli DC",1592
1780,"Makuyuni, Makuyuni, Makuyuni, Monduli DC",1592
