id,residence_name,council_id
2836,"Lingato, Kisarawe II, Kigamboni, Kigamboni MC",2815
2837,"Vumilia Ukooni, Kisarawe II, Kigamboni, Kigamboni MC",2815
2838,"Kichangani, Kisarawe II, Kigamboni, Kigamboni MC",2815
2839,"Tumaini, Kisarawe II, Kigamboni, Kigamboni MC",2815
2840,"Kigogo, Kisarawe II, Kigamboni, Kigamboni MC",2815
2841,"Mwasonga, Kisarawe II, Kigamboni, Kigamboni MC",2815
2842,"Madege, Kisarawe II, Kigamboni, Kigamboni MC",2815
2843,"Mkamba, Kisarawe II, Kigamboni, Kigamboni MC",2815
2844,"Ngoma Mapinduzi, Kisarawe II, Kigamboni, Kigamboni MC",2815
2845,"Mwaninga, Kisarawe II, Kigamboni, Kigamboni MC",2815
2846,"Sharifu, Kisarawe II, Kigamboni, Kigamboni MC",2815
2848,"Maweni, Mjimwema, Kigamboni, Kigamboni MC",2815
2849,"Mjimwema, Mjimwema, Kigamboni, Kigamboni MC",2815
2850,"Ungindoni, Mjimwema, Kigamboni, Kigamboni MC",2815
2851,"Kibugumo, Mjimwema, Kigamboni, Kigamboni MC",2815
2853,"Dege, Somangila, Kigamboni, Kigamboni MC",2815
2854,"Visikini, Somangila, Kigamboni, Kigamboni MC",2815
2855,"Minondo, Somangila, Kigamboni, Kigamboni MC",2815
2856,"Kichangani, Somangila, Kigamboni, Kigamboni MC",2815
2857,"Kizani, Somangila, Kigamboni, Kigamboni MC",2815
2858,"Mkwajuni, Somangila, Kigamboni, Kigamboni MC",2815
2859,"Shirikisho, Somangila, Kigamboni, Kigamboni MC",2815
2860,"Mwera, Somangila, Kigamboni, Kigamboni MC",2815
2861,"Mbwamaji, Somangila, Kigamboni, Kigamboni MC",2815
2862,"Mwanzo mgumu, Somangila, Kigamboni, Kigamboni MC",2815
2863,"Malimbika, Somangila, Kigamboni, Kigamboni MC",2815
2864,"Bamba, Somangila, Kigamboni, Kigamboni MC",2815
2865,"Sara, Somangila, Kigamboni, Kigamboni MC",2815
2867,"Kongowe, Toangoma, Kigamboni, Kigamboni MC",2815
2868,"Ponde, Toangoma, Kigamboni, Kigamboni MC",2815
2869,"Changanyikeni, Toangoma, Kigamboni, Kigamboni MC",2815
2870,"Masaki, Toangoma, Kigamboni, Kigamboni MC",2815
2871,"Goroka 'A', Toangoma, Kigamboni, Kigamboni MC",2815
2872,"Goroka 'B', Toangoma, Kigamboni, Kigamboni MC",2815
2873,"Vikunai, Toangoma, Kigamboni, Kigamboni MC",2815
2874,"Masuliza, Toangoma, Kigamboni, Kigamboni MC",2815
2875,"Mikwambe, Toangoma, Kigamboni, Kigamboni MC",2815
2876,"Mwapemba, Toangoma, Kigamboni, Kigamboni MC",2815
2877,"Malela, Toangoma, Kigamboni, Kigamboni MC",2815
2878,"Mzinga 'A', Toangoma, Kigamboni, Kigamboni MC",2815
2879,"Mzinga 'B', Toangoma, Kigamboni, Kigamboni MC",2815
2880,"Toangoma, Toangoma, Kigamboni, Kigamboni MC",2815
2882,"Vijibweni, Vijibweni, Kigamboni, Kigamboni MC",2815
2883,"Kibene, Vijibweni, Kigamboni, Kigamboni MC",2815
2884,"Majengo, Vijibweni, Kigamboni, Kigamboni MC",2815
2885,"Kisiwani, Vijibweni, Kigamboni, Kigamboni MC",2815
2886,"Upendo, Vijibweni, Kigamboni, Kigamboni MC",2815
2887,"Mkwajuni, Vijibweni, Kigamboni, Kigamboni MC",2815
2889,"Pemba Center, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2890,"Gulubwida, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2891,"Mti Mweupe, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2892,"Buyuni, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2893,"Chambewa, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2894,"Mahenge, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2895,"Kibungo, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2896,"Puna Center, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2897,"Kwa Moris, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2898,"Potea, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2899,"Muhimbili, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2900,"Kichangani, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2901,"Tundwi Centre, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2902,"Songani Centre, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2903,"Nyange, Pemba Mnazi, Kigamboni, Kigamboni MC",2815
2905,"Tungi, Tungi, Kigamboni, Kigamboni MC",2815
2906,"Muungano, Tungi, Kigamboni, Kigamboni MC",2815
2907,"Magogoni, Tungi, Kigamboni, Kigamboni MC",2815
2913,"Tofiki, Viwandani, Dodoma Mjini, Dodoma MC",2910
2914,"Kinyali, Viwandani, Dodoma Mjini, Dodoma MC",2910
2915,"Samora, Viwandani, Dodoma Mjini, Dodoma MC",2910
2916,"Marijani, Viwandani, Dodoma Mjini, Dodoma MC",2910
2917,"Baruti, Viwandani, Dodoma Mjini, Dodoma MC",2910
2919,"Uhuru, Uhuru, Dodoma Mjini, Dodoma MC",2910
2920,"Kati, Uhuru, Dodoma Mjini, Dodoma MC",2910
2921,"Kipande, Uhuru, Dodoma Mjini, Dodoma MC",2910
2922,"Mji Mpya, Uhuru, Dodoma Mjini, Dodoma MC",2910
2924,"Nduka, Chamwino, Dodoma Mjini, Dodoma MC",2910
2925,"Mwaja, Chamwino, Dodoma Mjini, Dodoma MC",2910
2926,"Sokoine, Chamwino, Dodoma Mjini, Dodoma MC",2910
2927,"Mailimbili, Chamwino, Dodoma Mjini, Dodoma MC",2910
2929,"Kigamboni, Kikuyu Kaskazini, Dodoma Mjini, Dodoma MC",2910
2930,"Kikuyu, Kikuyu Kaskazini, Dodoma Mjini, Dodoma MC",2910
2931,"Zahanati, Kikuyu Kaskazini, Dodoma Mjini, Dodoma MC",2910
2932,"Hazina X, Kikuyu Kaskazini, Dodoma Mjini, Dodoma MC",2910
2933,"Kikuyu Mission, Kikuyu Kaskazini, Dodoma Mjini, Dodoma MC",2910
2935,"Reli, Tambukareli, Dodoma Mjini, Dodoma MC",2910
2936,"Sechelela, Tambukareli, Dodoma Mjini, Dodoma MC",2910
2937,"Amani, Tambukareli, Dodoma Mjini, Dodoma MC",2910
2938,"Salmini, Tambukareli, Dodoma Mjini, Dodoma MC",2910
2940,"Makole, Makole, Dodoma Mjini, Dodoma MC",2910
2941,"National Housing, Makole, Dodoma Mjini, Dodoma MC",2910
2942,"Chimuli, Makole, Dodoma Mjini, Dodoma MC",2910
2943,"Chadulu 'B', Makole, Dodoma Mjini, Dodoma MC",2910
2945,"Jamal, Madukani, Dodoma Mjini, Dodoma MC",2910
2946,"Kamili, Madukani, Dodoma Mjini, Dodoma MC",2910
2947,"Massi, Madukani, Dodoma Mjini, Dodoma MC",2910
2948,"Sululu, Madukani, Dodoma Mjini, Dodoma MC",2910
2949,"Relini, Madukani, Dodoma Mjini, Dodoma MC",2910
2951,"Kiwanja cha Ndege, Kiwanja cha Ndege, Dodoma Mjini, Dodoma MC",2910
2952,"Oysterbay, Kiwanja cha Ndege, Dodoma Mjini, Dodoma MC",2910
2953,"Mkwajuni, Kiwanja cha Ndege, Dodoma Mjini, Dodoma MC",2910
2954,"Mlimwa, Kiwanja cha Ndege, Dodoma Mjini, Dodoma MC",2910
2955,"Chuo Cha Mipango, Kiwanja cha Ndege, Dodoma Mjini, Dodoma MC",2910
2956,"Makongoro, Kiwanja cha Ndege, Dodoma Mjini, Dodoma MC",2910
2958,"Swaswa, Ipagala, Dodoma Mjini, Dodoma MC",2910
2959,"Swaswa Ng'ambo ya Bwawa, Ipagala, Dodoma Mjini, Dodoma MC",2910
2960,"Ilazo, Ipagala, Dodoma Mjini, Dodoma MC",2910
2961,"Mbuyuni, Ipagala, Dodoma Mjini, Dodoma MC",2910
2962,"Bwawani, Ipagala, Dodoma Mjini, Dodoma MC",2910
2963,"Ipagala, Ipagala, Dodoma Mjini, Dodoma MC",2910
2964,"Surungai, Ipagala, Dodoma Mjini, Dodoma MC",2910
2965,"Mlimwa Kusini, Ipagala, Dodoma Mjini, Dodoma MC",2910
2967,"Kilimani, Kilimani, Dodoma Mjini, Dodoma MC",2910
2968,"Nyerere, Kilimani, Dodoma Mjini, Dodoma MC",2910
2969,"Chinyoyo, Kilimani, Dodoma Mjini, Dodoma MC",2910
2970,"Image, Kilimani, Dodoma Mjini, Dodoma MC",2910
2972,"Mathias, Miyuji, Dodoma Mjini, Dodoma MC",2910
2973,"Miyuji Proper, Miyuji, Dodoma Mjini, Dodoma MC",2910
2974,"Mpamaa, Miyuji, Dodoma Mjini, Dodoma MC",2910
2976,"Kisabuje, Kizota, Dodoma Mjini, Dodoma MC",2910
2977,"Sokoine, Kizota, Dodoma Mjini, Dodoma MC",2910
2978,"Bwawani, Kizota, Dodoma Mjini, Dodoma MC",2910
2979,"Mkonongo, Kizota, Dodoma Mjini, Dodoma MC",2910
2980,"Relini, Kizota, Dodoma Mjini, Dodoma MC",2910
2981,"Mbuyuni, Kizota, Dodoma Mjini, Dodoma MC",2910
2983,"Salama, Nkuhungu, Dodoma Mjini, Dodoma MC",2910
2984,"Itega, Nkuhungu, Dodoma Mjini, Dodoma MC",2910
2985,"Amani, Nkuhungu, Dodoma Mjini, Dodoma MC",2910
2986,"Bochela, Nkuhungu, Dodoma Mjini, Dodoma MC",2910
2987,"Mtube, Nkuhungu, Dodoma Mjini, Dodoma MC",2910
2988,"Muungano, Nkuhungu, Dodoma Mjini, Dodoma MC",2910
2989,"Mnyakongo, Nkuhungu, Dodoma Mjini, Dodoma MC",2910
2991,"Maghorofani, Kikuyu Kusini, Dodoma Mjini, Dodoma MC",2910
2992,"Maweni, Kikuyu Kusini, Dodoma Mjini, Dodoma MC",2910
2993,"Mkuyuni, Kikuyu Kusini, Dodoma Mjini, Dodoma MC",2910
2994,"Image, Kikuyu Kusini, Dodoma Mjini, Dodoma MC",2910
2995,"Mkalama A, Kikuyu Kusini, Dodoma Mjini, Dodoma MC",2910
2996,"Mkalama B, Kikuyu Kusini, Dodoma Mjini, Dodoma MC",2910
2998,"Fatina, Majengo, Dodoma Mjini, Dodoma MC",2910
2999,"Mausi, Majengo, Dodoma Mjini, Dodoma MC",2910
3000,"Kitenge, Majengo, Dodoma Mjini, Dodoma MC",2910
3001,"Mnyampala, Majengo, Dodoma Mjini, Dodoma MC",2910
3003,"Mazengo, Chang'ombe, Dodoma Mjini, Dodoma MC",2910
3004,"Msamalia, Chang'ombe, Dodoma Mjini, Dodoma MC",2910
3005,"Hamvu, Chang'ombe, Dodoma Mjini, Dodoma MC",2910
3006,"Chilewa, Chang'ombe, Dodoma Mjini, Dodoma MC",2910
3007,"Kishoka, Chang'ombe, Dodoma Mjini, Dodoma MC",2910
3008,"Chang'ombe Juu, Chang'ombe, Dodoma Mjini, Dodoma MC",2910
3009,"Mtakuja, Chang'ombe, Dodoma Mjini, Dodoma MC",2910
3012,"Pinda, Zuzu, Zuzu, Dodoma MC",2910
3013,"Soweto, Zuzu, Zuzu, Dodoma MC",2910
3014,"Mazengo, Zuzu, Zuzu, Dodoma MC",2910
3015,"Chididimo, Zuzu, Zuzu, Dodoma MC",2910
3016,"Sokoine, Zuzu, Zuzu, Dodoma MC",2910
3018,"Nala, Nala, Zuzu, Dodoma MC",2910
3019,"Segu bwawani, Nala, Zuzu, Dodoma MC",2910
3020,"Sege juu, Nala, Zuzu, Dodoma MC",2910
3021,"Segu chini, Nala, Zuzu, Dodoma MC",2910
3022,"Chihoni, Nala, Zuzu, Dodoma MC",2910
3023,"chiwondo, Nala, Zuzu, Dodoma MC",2910
3025,"Chidachi, Mkonze, Zuzu, Dodoma MC",2910
3026,"Muungano, Mkonze, Zuzu, Dodoma MC",2910
3027,"Miganga, Mkonze, Zuzu, Dodoma MC",2910
3028,"Chinyika, Mkonze, Zuzu, Dodoma MC",2910
3029,"Chisichili, Mkonze, Zuzu, Dodoma MC",2910
3030,"Nzinje, Mkonze, Zuzu, Dodoma MC",2910
3031,"Bwawani, Mkonze, Zuzu, Dodoma MC",2910
3032,"Muungano, Mkonze, Zuzu, Dodoma MC",2910
3034,"Mnadani, Mnadani, Zuzu, Dodoma MC",2910
3035,"Karume, Mnadani, Zuzu, Dodoma MC",2910
3036,"Mbwanga, Mnadani, Zuzu, Dodoma MC",2910
3037,"Ndachi, Mnadani, Zuzu, Dodoma MC",2910
3039,"Mlezi, Hazina, Zuzu, Dodoma MC",2910
3040,"Hazina, Hazina, Zuzu, Dodoma MC",2910
3041,"Kinyambwa Rd, Hazina, Zuzu, Dodoma MC",2910
3042,"Itega, Hazina, Zuzu, Dodoma MC",2910
3044,"Medeli, Dodoma Makulu, Zuzu, Dodoma MC",2910
3045,"Mwangaza, Dodoma Makulu, Zuzu, Dodoma MC",2910
3046,"Bwawani, Dodoma Makulu, Zuzu, Dodoma MC",2910
3047,"Njedengwa East, Dodoma Makulu, Zuzu, Dodoma MC",2910
3048,"Njedengwa West, Dodoma Makulu, Zuzu, Dodoma MC",2910
3049,"Msangalale Mashariki, Dodoma Makulu, Zuzu, Dodoma MC",2910
3050,"Msangalale Magharibi, Dodoma Makulu, Zuzu, Dodoma MC",2910
3052,"Mwinyi, Iyumbu, Zuzu, Dodoma MC",2910
3053,"Nyerere, Iyumbu, Zuzu, Dodoma MC",2910
3054,"Udom, Iyumbu, Zuzu, Dodoma MC",2910
3055,"Iyumbu, Iyumbu, Zuzu, Dodoma MC",2910
3057,"Nyumba 300, Nzuguni, Zuzu, Dodoma MC",2910
3058,"Nzuguni A, Nzuguni, Zuzu, Dodoma MC",2910
3059,"Nzuguni B, Nzuguni, Zuzu, Dodoma MC",2910
3060,"Nzuguni C, Nzuguni, Zuzu, Dodoma MC",2910
3061,"Mahomanyika, Nzuguni, Zuzu, Dodoma MC",2910
3062,"Kitelela, Nzuguni, Zuzu, Dodoma MC",2910
3064,"Ntyuka, Ntyuka, Zuzu, Dodoma MC",2910
3065,"Nyerere, Ntyuka, Zuzu, Dodoma MC",2910
3066,"Chidachi, Ntyuka, Zuzu, Dodoma MC",2910
3067,"Chimalaa, Ntyuka, Zuzu, Dodoma MC",2910
3068,"Bwawani, Ntyuka, Zuzu, Dodoma MC",2910
3071,"Nhenyanga, Makutupora, Hombolo, Dodoma MC",2910
3072,"Makutupora, Makutupora, Hombolo, Dodoma MC",2910
3073,"Mzakwe, Makutupora, Hombolo, Dodoma MC",2910
3074,"Sekondari, Makutupora, Hombolo, Dodoma MC",2910
3075,"Mji Mpya, Makutupora, Hombolo, Dodoma MC",2910
3076,"Veyula, Makutupora, Hombolo, Dodoma MC",2910
3077,"Mchemwa Shuleni, Makutupora, Hombolo, Dodoma MC",2910
3081,"Azimio, Makutupora, Hombolo, Dodoma MC",2910
3084,"Mbande, Makutupora, Hombolo, Dodoma MC",2910
3088,"Ukombozi, Ipala, Hombolo, Dodoma MC",2910
3089,"Ipala, Ipala, Hombolo, Dodoma MC",2910
3091,"Mwinyi, Ipala, Hombolo, Dodoma MC",2910
3097,"Muungano, Chahwa, Hombolo, Dodoma MC",2910
3098,"Mwongozo, Chahwa, Hombolo, Dodoma MC",2910
3099,"Kambarage, Chahwa, Hombolo, Dodoma MC",2910
3100,"Mpela, Chahwa, Hombolo, Dodoma MC",2910
3101,"Pius Msekwa, Chahwa, Hombolo, Dodoma MC",2910
3102,"Mwongozo, Chahwa, Hombolo, Dodoma MC",2910
3103,"Azimio, Chahwa, Hombolo, Dodoma MC",2910
3105,"Chihanga, Chihanga, Hombolo, Dodoma MC",2910
3109,"Gawaye, Chihanga, Hombolo, Dodoma MC",2910
3118,"Nzasa, Chihanga, Hombolo, Dodoma MC",2910
3128,"Mkoyo, Hombolo Bwawani, Hombolo, Dodoma MC",2910
3137,"Hombolo Bwawani A, Hombolo Bwawani, Hombolo, Dodoma MC",2910
3138,"Kolimba, Hombolo Bwawani, Hombolo, Dodoma MC",2910
3139,"Hombolo Bwawani B, Hombolo Bwawani, Hombolo, Dodoma MC",2910
3141,"Zepisa A, Hombolo makulu, Hombolo, Dodoma MC",2910
3146,"Hombolo Makulu, Hombolo makulu, Hombolo, Dodoma MC",2910
3157,"Msalato, Msalato, Hombolo, Dodoma MC",2910
3158,"Senje, Msalato, Hombolo, Dodoma MC",2910
3159,"Chikole, Msalato, Hombolo, Dodoma MC",2910
3162,"Mnadani, Kikombo, Kikombo, Dodoma MC",2910
3163,"Kikombo Makulu, Kikombo, Kikombo, Dodoma MC",2910
3164,"Chololo Mashariki, Kikombo, Kikombo, Dodoma MC",2910
3166,"Majengo, Mtumba, Kikombo, Dodoma MC",2910
3167,"Mtumba, Mtumba, Kikombo, Dodoma MC",2910
3168,"Vikonje A, Mtumba, Kikombo, Dodoma MC",2910
3169,"Vikonje B, Mtumba, Kikombo, Dodoma MC",2910
3171,"Chilwana, Ihumwa, Kikombo, Dodoma MC",2910
3172,"Ihumwa, Ihumwa, Kikombo, Dodoma MC",2910
3173,"Chang'ombe, Ihumwa, Kikombo, Dodoma MC",2910
3175,"Ng'onng'onha, Ng'onng'onha, Kikombo, Dodoma MC",2910
3176,"Mapinduzi A, Ng'onng'onha, Kikombo, Dodoma MC",2910
3177,"Mapinduzi B, Ng'onng'onha, Kikombo, Dodoma MC",2910
3179,"Chigongwe, Chigongwe, Kikombo, Dodoma MC",2910
3180,"Mkombola, Chigongwe, Kikombo, Dodoma MC",2910
3181,"Msembeta, Chigongwe, Kikombo, Dodoma MC",2910
3182,"Ng'ambala, Chigongwe, Kikombo, Dodoma MC",2910
3184,"Mbalawala, Mbalawala, Kikombo, Dodoma MC",2910
3185,"Muungano, Mbalawala, Kikombo, Dodoma MC",2910
3186,"Makulu, Mbalawala, Kikombo, Dodoma MC",2910
3187,"Kawawa, Mbalawala, Kikombo, Dodoma MC",2910
3188,"Chihikwi, Mbalawala, Kikombo, Dodoma MC",2910
3189,"Matangizi, Mbalawala, Kikombo, Dodoma MC",2910
3191,"Mbabala 'A', Mbabala, Kikombo, Dodoma MC",2910
3196,"Bihawana, Mbabala, Kikombo, Dodoma MC",2910
3201,"Mbabala 'B', Mbabala, Kikombo, Dodoma MC",2910
3208,"Mpunguzi B, Mpunguzi, Kikombo, Dodoma MC",2910
3215,"Nkulabi, Mpunguzi, Kikombo, Dodoma MC",2910
3221,"Mpunguzi 'A', Matumbulu, Kikombo, Dodoma MC",2910
3225,"Matumbulu A'', Matumbulu, Kikombo, Dodoma MC",2910
3236,"Bahi Sokoni, Bahi, Bahi, Bahi DC",3233
3255,"Uhelela, Bahi, Bahi, Bahi DC",3233
3263,"Nagulo Bahi, Bahi, Bahi, Bahi DC",3233
3275,"Ibihwa, Ibihwa, Bahi, Bahi DC",3233
3287,"Mnkhola, Ibihwa, Bahi, Bahi DC",3233
3296,"Ilindi, Ilindi, Bahi, Bahi DC",3233
3307,"Mindola, Ilindi, Bahi, Bahi DC",3233
3315,"Kigwe, Kigwe, Bahi, Bahi DC",3233
3327,"Mapinduzi, Kigwe, Bahi, Bahi DC",3233
3337,"Mpinga, Mpinga, Bahi, Bahi DC",3233
3350,"Mzogole, Mpinga, Bahi, Bahi DC",3233
3368,"Bahi Makulu, Mpamantwa, Bahi, Bahi DC",3233
3378,"Mkakatika, Mpamantwa, Bahi, Bahi DC",3233
3388,"Mpamantwa, Mpamantwa, Bahi, Bahi DC",3233
3401,"Chali Makulu, Chali, Chipanga, Bahi DC",3233
3412,"Chali Igongo, Chali, Chipanga, Bahi DC",3233
3422,"Chali Isangha, Chali, Chipanga, Bahi DC",3233
3433,"Chikopelo, Chali, Chipanga, Bahi DC",3233
3442,"Chikola, Chikola, Chipanga, Bahi DC",3233
3453,"Chimendeli, Chikola, Chipanga, Bahi DC",3233
3470,"Nghulugano, Chikola, Chipanga, Bahi DC",3233
3481,"Chiguluka, Chipanga, Chipanga, Bahi DC",3233
3488,"Chipanga A, Chipanga, Chipanga, Bahi DC",3233
3497,"Chipanga B, Chipanga, Chipanga, Bahi DC",3233
3505,"Chifutuka, Chifutuka, Chipanga, Bahi DC",3233
3519,"Magaga, Chifutuka, Chipanga, Bahi DC",3233
3526,"Ikumbulu, Chifutuka, Chipanga, Bahi DC",3233
3534,"Nondwa, Nondwa, Chipanga, Bahi DC",3233
3541,"Zejele, Nondwa, Chipanga, Bahi DC",3233
3549,"Chidilo, Mpalanga, Chipanga, Bahi DC",3233
3555,"Nholi, Mpalanga, Chipanga, Bahi DC",3233
3561,"Mpalanga, Mpalanga, Chipanga, Bahi DC",3233
3574,"Asanje, Babayu, Mundemu, Bahi DC",3233
3579,"Babayu, Babayu, Mundemu, Bahi DC",3233
3590,"Kongogo, Babayu, Mundemu, Bahi DC",3233
3605,"Bankolo, Lamaiti, Mundemu, Bahi DC",3233
3619,"Lamaiti, Lamaiti, Mundemu, Bahi DC",3233
3635,"Lukali, Lamaiti, Mundemu, Bahi DC",3233
3648,"Chonde, Makanda, Mundemu, Bahi DC",3233
3659,"Makanda, Makanda, Mundemu, Bahi DC",3233
3674,"Mchito, Msisi, Mundemu, Bahi DC",3233
3681,"Msisi, Msisi, Mundemu, Bahi DC",3233
3692,"Kisima cha Ndege, Msisi, Mundemu, Bahi DC",3233
3709,"Tinai, Msisi, Mundemu, Bahi DC",3233
3717,"Chilungulu, Mundemu, Mundemu, Bahi DC",3233
3729,"Mundemu, Mundemu, Mundemu, Bahi DC",3233
3740,"Nguji, Mundemu, Mundemu, Bahi DC",3233
3752,"Mayamaya, Zanka, Mundemu, Bahi DC",3233
3763,"Mkondai, Zanka, Mundemu, Bahi DC",3233
3771,"Zanka, Zanka, Mundemu, Bahi DC",3233
3781,"Chibelela, Chibelela, Mundemu, Bahi DC",3233
3796,"Isangha, Chibelela, Mundemu, Bahi DC",3233
3809,"Ibugule, Ibugule, Mwitikira, Bahi DC",3233
3819,"Nkhome, Ibugule, Mwitikira, Bahi DC",3233
3826,"Mapanga, Ibugule, Mwitikira, Bahi DC",3233
3835,"Mtitaa, Mtitaa, Mwitikira, Bahi DC",3233
3845,"Nchinila, Mtitaa, Mwitikira, Bahi DC",3233
3852,"Mphangwe, Mwitikira, Mwitikira, Bahi DC",3233
3860,"Mwitikira, Mwitikira, Mwitikira, Bahi DC",3233
3874,"Mahama, Chilonwa, Chilonwa, Chamwino DC",3871
3885,"Nzali, Chilonwa, Chilonwa, Chamwino DC",3871
3901,"Buigiri, Buigiri, Chilonwa, Chamwino DC",3871
3913,"Chinangali II, Buigiri, Chilonwa, Chamwino DC",3871
3920,"Mwegamile, Buigiri, Chilonwa, Chamwino DC",3871
3927,"Chamwino, Chamwino, Chilonwa, Chamwino DC",3871
3943,"Majeleko, Majeleko, Chilonwa, Chamwino DC",3871
3953,"Mbelezungu, Majeleko, Chilonwa, Chamwino DC",3871
3959,"Chinangali I, Majeleko, Chilonwa, Chamwino DC",3871
3973,"Manchali 'B', Manchali, Chilonwa, Chamwino DC",3871
3980,"Manchali 'A', Manchali, Chilonwa, Chamwino DC",3871
3985,"Chalinze, Manchali, Chilonwa, Chamwino DC",3871
3993,"Bwawani, Manchali, Chilonwa, Chamwino DC",3871
3996,"Wilunze, Manchali, Chilonwa, Chamwino DC",3871
4009,"Msanga, Msanga, Chilonwa, Chamwino DC",3871
4020,"Kawawa, Msanga, Chilonwa, Chamwino DC",3871
4032,"Mnase, Msamalo, Chilonwa, Chamwino DC",3871
4042,"Mlebe, Msamalo, Chilonwa, Chamwino DC",3871
4052,"Mgunga, Msamalo, Chilonwa, Chamwino DC",3871
4061,"Msamalo, Msamalo, Chilonwa, Chamwino DC",3871
4070,"Ikowa, Ikowa, Chilonwa, Chamwino DC",3871
4090,"Makoja, Ikowa, Chilonwa, Chamwino DC",3871
4104,"Membe, Membe, Chilonwa, Chamwino DC",3871
4112,"Chitabuli, Membe, Chilonwa, Chamwino DC",3871
4116,"Mlimwa, Membe, Chilonwa, Chamwino DC",3871
4129,"Dabalo 'A', Dabalo, Itiso, Chamwino DC",3871
4139,"Nayu, Dabalo, Itiso, Chamwino DC",3871
4143,"Igamba, Dabalo, Itiso, Chamwino DC",3871
4151,"Chiwondo, Dabalo, Itiso, Chamwino DC",3871
4160,"Manyemba, Dabalo, Itiso, Chamwino DC",3871
4169,"Haneti, Haneti, Itiso, Chamwino DC",3871
4185,"Humekwa, Haneti, Itiso, Chamwino DC",3871
4191,"Kwahemu, Haneti, Itiso, Chamwino DC",3871
4198,"Mwiyendaje, Haneti, Itiso, Chamwino DC",3871
4201,"Chenene, Haneti, Itiso, Chamwino DC",3871
4214,"Itiso, Itiso, Itiso, Chamwino DC",3871
4222,"Ikombo, Itiso, Itiso, Chamwino DC",3871
4228,"Mapanga, Itiso, Itiso, Chamwino DC",3871
4234,"Solowu, Itiso, Itiso, Chamwino DC",3871
4241,"Segala, Segala, Itiso, Chamwino DC",3871
4250,"Malecela, Segala, Itiso, Chamwino DC",3871
4253,"Izava, Segala, Itiso, Chamwino DC",3871
4259,"Kimeji, Segala, Itiso, Chamwino DC",3871
4265,"Umoja, Segala, Itiso, Chamwino DC",3871
4270,"Zajilwa, Zajilwa, Itiso, Chamwino DC",3871
4278,"Gwandi, Zajilwa, Itiso, Chamwino DC",3871
4286,"Magungu, Zajilwa, Itiso, Chamwino DC",3871
4293,"Handali, Handali, Mvumi, Chamwino DC",3871
4307,"Mjelo, Handali, Mvumi, Chamwino DC",3871
4315,"Chanhumba, Handali, Mvumi, Chamwino DC",3871
4325,"Idifu, Idifu, Mvumi, Chamwino DC",3871
4341,"Miganga, Idifu, Mvumi, Chamwino DC",3871
4356,"Igandu, Igandu, Mvumi, Chamwino DC",3871
4367,"Chibwe, Igandu, Mvumi, Chamwino DC",3871
4375,"Chimwaga, Igandu, Mvumi, Chamwino DC",3871
4387,"Nghaheleze, Nghaheleze, Mvumi, Chamwino DC",3871
4399,"Nghanje, Nghaheleze, Mvumi, Chamwino DC",3871
4407,"Chinoje, Nghaheleze, Mvumi, Chamwino DC",3871
4414,"Muungano, Muungano, Mvumi, Chamwino DC",3871
4430,"Mzula, Muungano, Mvumi, Chamwino DC",3871
4444,"Ilolo, Muungano, Mvumi, Chamwino DC",3871
4458,"Mvumi makulu, Mvumi makulu, Mvumi, Chamwino DC",3871
4465,"Chalula, Mvumi makulu, Mvumi, Chamwino DC",3871
4472,"Mazengo, Mvumi makulu, Mvumi, Chamwino DC",3871
4480,"Mvumi misheni, Mvumi misheni, Mvumi, Chamwino DC",3871
4486,"Chihembe, Mvumi misheni, Mvumi, Chamwino DC",3871
4494,"Mita, Mvumi misheni, Mvumi, Chamwino DC",3871
4501,"Ndebwe, Mvumi misheni, Mvumi, Chamwino DC",3871
4512,"Fufu, Fufu, Makang'wa, Chamwino DC",3871
4518,"Suli, Fufu, Makang'wa, Chamwino DC",3871
4526,"Chiboli, Chiboli, Makang'wa, Chamwino DC",3871
4534,"Champunda, Chiboli, Makang'wa, Chamwino DC",3871
4540,"Nzasa, Chiboli, Makang'wa, Chamwino DC",3871
4546,"Loje, Loje, Makang'wa, Chamwino DC",3871
4560,"Igunguli, Loje, Makang'wa, Chamwino DC",3871
4566,"Iringa mvumi mpya, Iringa mvumi, Makang'wa, Chamwino DC",3871
4575,"Iringa mvumi zamani, Iringa mvumi, Makang'wa, Chamwino DC",3871
4582,"Chita, Iringa mvumi, Makang'wa, Chamwino DC",3871
4589,"Ikombolinga, Ikombolinga, Makang'wa, Chamwino DC",3871
4600,"Mguba, Ikombolinga, Makang'wa, Chamwino DC",3871
